0,1
2020-05-22 21:31:46+00:00,"According to data collected by WHO, @UNICEF, @gavi &amp; @sabinvaccine, provision of routine immunization services is substantially hindered in at least 68 countries, likely to affect approximately 80M children under the age of 1. https://bit.ly/3bOuOg8"
2020-05-22 21:08:23+00:00,"This stark warning precedes the Global Vaccine Summit on 4 Jun 2020, at which world leaders will come together to help maintain immunization programmes & mitigate the impact of #COVID19 in lower-income countries. https://bit.ly/3bOuOg8 #HealthForAll"
2020-05-22 20:36:41+00:00,"WHO, @gavi &amp; @UNICEF issue joint warning today that at least 80M children under 1 are at risk of diseases like diphtheria, measles &amp; polio, as #COVID19 disrupts routine vaccination efforts. https://bit.ly/3bOuOg8 #HealthForAll"
2020-05-22 18:19:25+00:00,"The donation follows the inclusion of #insulin in WHO’s prequalification programme, which accelerates &amp; increases access to critical medical products that are quality-assured, affordable and adapted for low- &amp; middle-income countries http://bit.ly/2QdOVNB #HealthForAll"
2020-05-22 17:48:55+00:00,"To fight #diabetes, WHO works to: -ensure regular, affordable insulin supply -provide guidance on diagnosis, classification &amp; management of type 2 diabetes -promote healthy diets &amp; physical activity to lower people’s risk of developing type 2 diabetes http://bit.ly/2Kkqkmm"
2020-05-22 17:36:39+00:00,"To meet the long-term needs of people with #diabetes, it will be vital to assure a sustainable supply of insulin, provided at prices that countries can afford. https://bit.ly/2A2j7Fe #BeatNCDs"
2020-05-22 15:45:42+00:00,Full remarks by @DrTedros 
2020-05-22 15:30:04+00:00,"""WHO and @UNICEF have been working closely from the start of this outbreak to ensure essential supplies are reaching #healthworkers, patients and children across the world""-@DrTedros #COVID19"
2020-05-22 15:29:15+00:00,"""In June, the Government will host the Global Vaccine Summit and we ask world leaders to commit to fully funding @gavi for its lifesaving work""-@DrTedros #VaccinesWork #HealthForAll"
2020-05-22 15:29:15+00:00,"""The epidemic of misinformation has also harmed vaccination in recent years and we call on everyone to do more to prevent rumours and pseudo-science from undermining public health efforts that save millions of lives""-@DrTedros #VaccinesWork"
2020-05-22 15:29:15+00:00,"""Any suspension of childhood vaccination services is a major threat to life. WHO is working with governments around the world to ensure supply chains remain open and lifesaving health services are reaching all communities""-@DrTedros #COVID19 #HealthForAll"
2020-05-22 15:29:15+00:00,"""Initial analysis suggests the provision of routine immunization services is substantially hindered in at least 68 countries and is likely to affect approximately 80 million children under the age of 1 living in these countries""-@DrTedros #HealthForAll"
2020-05-22 15:27:32+00:00,"""As the world comes together to develop a safe and effective vaccine for #COVID19, we must not forget the dozens of lifesaving vaccines that already exist and must continue to reach children everywhere""-@DrTedros"
2020-05-22 15:27:08+00:00,"""This risks putting tens of millions of children – in rich and poor countries – at risk of killer diseases like diphtheria, measles and pneumonia""-@DrTedros #COVID19 #HealthForAll https://bit.ly/2XjNKhz"
2020-05-22 15:27:07+00:00,"""However, we’re here today to collectively reinforce the warning that #COVID19 threatens to undermine life-saving immunization services around the world""-@DrTedros #HealthForAll https://bit.ly/2XjNKhz"
2020-05-22 15:26:19+00:00,"""I am pleased to be joined by @UNICEF Executive Director @unicefchief Henrietta Fore &amp; @GaviSeth Berkley, CEO of @gavi. Since the turn of the century, child mortality has been halved, in large part because of the power of safe &amp; effective vaccination""-@DrTedros #VaccinesWork"
2020-05-22 15:25:04+00:00,"""WHO, @UNICEF and @gavi, the Vaccine Alliance and other partners are working to ensure that the #COVID19 pandemic does not reverse decades of progress against vaccine preventable childhood diseases""-@DrTedros #HealthForAll"
2020-05-22 15:24:09+00:00,"""One of the most essential services that has been disrupted is routine childhood immunisation. Today, WHO is publishing new guidance on implementing mass vaccination campaigns in the context of #COVID19""-@DrTedros #HealthForAll https://bit.ly/2XjNKhz"
2020-05-22 15:18:07+00:00,"""Initiatives to secure the supply of essential #diabetes medicines are very welcome and reinforce the multiple ways that the private sector can get involved in fostering global solidarity""-@DrTedros #COVID19 #BeatNCDs"
2020-05-22 15:18:07+00:00,"""People with #diabetes are vulnerable to developing severe disease from #COVID19 and struggle with the day-to-day problems of disrupted access to medication, equipment and health care""-@DrTedros #BeatNCDs"
2020-05-22 15:18:06+00:00,"""This is the first donation in WHO’s history of a medicine for a noncommunicable disease, and comes at a critical point""-@DrTedros #COVID19 #BeatNCDs"
2020-05-22 15:16:10+00:00,"""WHO has previously released guidance for maintaining these services during an outbreak. I would like to thank @novonordisk for its donation of insulin and glucagon, which will help to support treatment for people with diabetes in 50 low- and middle-income countries""-@DrTedros"
2020-05-22 15:15:20+00:00,"""Maintaining people’s trust in the ability of health systems to provide essential services safely is crucial to ensure people continue to seek care when needed and follow public health advice""-@DrTedros #COVID19 #HealthForAll"
2020-05-22 15:15:04+00:00,"""When health systems are overwhelmed, deaths from outbreaks and from preventable and treatable conditions increase dramatically""-@DrTedros #COVID19 #HealthForAll"
2020-05-22 15:14:40+00:00,"""A key part of this week’s landmark #WHA73 resolution was that as well as fighting #COVID19, governments need to also ensure that essential health services are maintained""-@DrTedros"
2020-05-22 15:14:22+00:00,"""As the world passes 5 million recorded cases of #COVID19, we recognize the importance of building national unity and global solidarity to learn from each other and suppress the virus everywhere""-@DrTedros"
2020-05-22 15:12:12+00:00,Media briefing on #COVID19 with @DrTedros
2020-05-22 14:57:00+00:00,"Insulin is a life-saving treatment for people with #diabetes. During #COVID19, many people with noncommunicable diseases such as diabetes are finding it difficult to access life-saving treatment https://bit.ly/2A2j7Fe"
2020-05-22 14:32:04+00:00,"50 low- and middle-income countries will soon receive a donation of insulin for people with #diabetes, thanks to a first-of-its-kind gift valued at USD1.3 million from global health-care company, @novonordisk https://bit.ly/2A2j7Fe #HealthForAll"
2020-05-22 14:16:08+00:00,To achieve 1B more people benefiting from #HealthForAll: WHO welcomes: - #UNGA 2019 political declaration on Universal Health Coverage -@IPUparliament Resolution on UHC WHO Results Report 2018-2019: https://bit.ly/2yabnR1 https://twitter.com/who/status/1176143368314920960?s=21
2020-05-22 12:09:05+00:00," Scientists Researchers Health Care Workers are working together to better understand #COVID19 , how it spreads &amp; and how to protect people. While they continue their work we need to come together. Let’s all prevent the spread of the #coronavirus"
2020-05-22 12:04:39+00:00,The WHO Executive Board #EB147 agreed that the next Board meeting #EB148 will be held 18-26 January 2021
2020-05-22 12:00:38+00:00,The WHO Executive Board #EB147 agreed that the next World Health Assembly #WHA74 will be held 24 May-1 June 2021
2020-05-22 11:32:14+00:00,The full speech by @DrTedros at the #EB147 https://bit.ly/3bVXu70
2020-05-22 11:03:47+00:00,"""The was already off-track for the “triple billion” targets &amp; the @GlobalGoalsUN &amp; there is no question that the #COVID19 pandemic threatens to set us back even further. That makes our task even bigger &amp; we must all redouble our efforts as a global community""-@DrTedros #EB147"
2020-05-22 11:03:47+00:00,"""WHO has been extremely active, and we will continue to do everything in our power to support countries, suppress transmission and save lives. #COVID19 At the same time, we’re working to ensure our other work continues as much as possible""-@DrTedros #EB147"
2020-05-22 11:01:56+00:00,"""We’ve also established the #COVID19 Partners Platform, to match country needs with resources. So far, 125+ countries are actively using the platform, and 50 donors have entered their contributions""-@DrTedros #EB147"
2020-05-22 11:01:56+00:00,"""In collaboration with the @IMOHQ, @IATA and the @icao, we’ve developed technical guidance for ports, airports and ground crossings""-@DrTedros #COVID19 #EB147"
2020-05-22 11:01:56+00:00,""" preparedness. Since the first #COVID19 cases were reported, we’ve worked night and day to prepare countries to prevent, detect and respond rapidly to the arrival of cases""-@DrTedros #EB147"
2020-05-22 10:58:05+00:00,"The WHO Executive Board #EB147 has elected @drharshvardhan, #India Minister for Health &amp; Family Welfare, as the Chairperson of the Board https://bit.ly/2XmXBDc"
